id,value,category
374593,43,3
374594,44,4
374595,45,5
374596,46,6
374597,47,7
374598,48,8
374599,49,9
374600,-50,0
374601,-49,1
374602,-48,2
374603,-47,3
374604,-46,4
374605,-45,5
374606,-44,6
374607,-43,7
374608,-42,8
374609,-41,9
374610,-40,0
374611,-39,1
374612,-38,2
374613,-37,3
374614,-36,4
374615,-35,5
374616,-34,6
374617,-33,7
374618,-32,8
374619,-31,9
374620,-30,0
374621,-29,1
374622,-28,2
374623,-27,3
374624,-26,4
374625,-25,5
374626,-24,6
374627,-23,7
374628,-22,8
374629,-21,9
374630,-20,0
374631,-19,1
374632,-18,2
374633,-17,3
374634,-16,4
374635,-15,5
374636,-14,6
374637,-13,7
374638,-12,8
374639,-11,9
374640,-10,0
374641,-9,1
374642,-8,2
374643,-7,3
374644,-6,4
374645,-5,5
374646,-4,6
374647,-3,7
374648,-2,8
374649,-1,9
374650,0,0
374651,1,1
374652,2,2
374653,3,3
374654,4,4
374655,5,5
374656,6,6
374657,7,7
374658,8,8
374659,9,9
374660,10,0
374661,11,1
374662,12,2
374663,13,3
374664,14,4
374665,15,5
374666,16,6
374667,17,7
374668,18,8
374669,19,9
374670,20,0
374671,21,1
374672,22,2
374673,23,3
374674,24,4
374675,25,5
374676,26,6
374677,27,7
374678,28,8
374679,29,9
374680,30,0
374681,31,1
374682,32,2
374683,33,3
374684,34,4
374685,35,5
374686,36,6
374687,37,7
374688,38,8
374689,39,9
374690,40,0
374691,41,1
374692,42,2
374693,43,3
374694,44,4
374695,45,5
374696,46,6
374697,47,7
374698,48,8
374699,49,9
374700,-50,0
374701,-49,1
374702,-48,2
374703,-47,3
374704,-46,4
374705,-45,5
374706,-44,6
374707,-43,7
374708,-42,8
374709,-41,9
374710,-40,0
374711,-39,1
374712,-38,2
374713,-37,3
374714,-36,4
374715,-35,5
374716,-34,6
374717,-33,7
374718,-32,8
374719,-31,9
374720,-30,0
374721,-29,1
374722,-28,2
374723,-27,3
374724,-26,4
374725,-25,5
374726,-24,6
374727,-23,7
374728,-22,8
374729,-21,9
374730,-20,0
374731,-19,1
374732,-18,2
374733,-17,3
374734,-16,4
374735,-15,5
374736,-14,6
374737,-13,7
374738,-12,8
374739,-11,9
374740,-10,0
374741,-9,1
374742,-8,2
374743,-7,3
374744,-6,4
374745,-5,5
374746,-4,6
374747,-3,7
374748,-2,8
374749,-1,9
374750,0,0
374751,1,1
374752,2,2
374753,3,3
374754,4,4
374755,5,5
374756,6,6
374757,7,7
374758,8,8
374759,9,9
374760,10,0
374761,11,1
374762,12,2
374763,13,3
374764,14,4
374765,15,5
374766,16,6
374767,17,7
374768,18,8
374769,19,9
374770,20,0
374771,21,1
374772,22,2
374773,23,3
374774,24,4
374775,25,5
374776,26,6
374777,27,7
374778,28,8
374779,29,9
374780,30,0
374781,31,1
374782,32,2
374783,33,3
374784,34,4
374785,35,5
374786,36,6
374787,37,7
374788,38,8
374789,39,9
374790,40,0
374791,41,1
374792,42,2
374793,43,3
374794,44,4
374795,45,5
374796,46,6
374797,47,7
374798,48,8
374799,49,9
374800,-50,0
374801,-49,1
374802,-48,2
374803,-47,3
374804,-46,4
374805,-45,5
374806,-44,6
374807,-43,7
374808,-42,8
374809,-41,9
374810,-40,0
374811,-39,1
374812,-38,2
374813,-37,3
374814,-36,4
374815,-35,5
374816,-34,6
374817,-33,7
374818,-32,8
374819,-31,9
374820,-30,0
374821,-29,1
374822,-28,2
374823,-27,3
374824,-26,4
374825,-25,5
374826,-24,6
374827,-23,7
374828,-22,8
374829,-21,9
374830,-20,0
374831,-19,1
374832,-18,2
374833,-17,3
374834,-16,4
374835,-15,5
374836,-14,6
374837,-13,7
374838,-12,8
374839,-11,9
374840,-10,0
374841,-9,1
374842,-8,2
374843,-7,3
374844,-6,4
374845,-5,5
374846,-4,6
374847,-3,7
374848,-2,8
374849,-1,9
374850,0,0
374851,1,1
374852,2,2
374853,3,3
374854,4,4
374855,5,5
374856,6,6
374857,7,7
374858,8,8
374859,9,9
374860,10,0
374861,11,1
374862,12,2
374863,13,3
374864,14,4
374865,15,5
374866,16,6
374867,17,7
374868,18,8
374869,19,9
374870,20,0
374871,21,1
374872,22,2
374873,23,3
374874,24,4
374875,25,5
374876,26,6
374877,27,7
374878,28,8
374879,29,9
374880,30,0
374881,31,1
374882,32,2
374883,33,3
374884,34,4
374885,35,5
374886,36,6
374887,37,7
374888,38,8
374889,39,9
374890,40,0
374891,41,1
374892,42,2
374893,43,3
374894,44,4
374895,45,5
374896,46,6
374897,47,7
374898,48,8
374899,49,9
374900,-50,0
374901,-49,1
374902,-48,2
374903,-47,3
374904,-46,4
374905,-45,5
374906,-44,6
374907,-43,7
374908,-42,8
374909,-41,9
374910,-40,0
374911,-39,1
374912,-38,2
374913,-37,3
374914,-36,4
374915,-35,5
374916,-34,6
374917,-33,7
374918,-32,8
374919,-31,9
374920,-30,0
374921,-29,1
374922,-28,2
374923,-27,3
374924,-26,4
374925,-25,5
374926,-24,6
374927,-23,7
374928,-22,8
374929,-21,9
374930,-20,0
374931,-19,1
374932,-18,2
374933,-17,3
374934,-16,4
374935,-15,5
374936,-14,6
374937,-13,7
374938,-12,8
374939,-11,9
374940,-10,0
374941,-9,1
374942,-8,2
374943,-7,3
374944,-6,4
374945,-5,5
374946,-4,6
374947,-3,7
374948,-2,8
374949,-1,9
374950,0,0
374951,1,1
374952,2,2
374953,3,3
374954,4,4
374955,5,5
374956,6,6
374957,7,7
374958,8,8
374959,9,9
374960,10,0
374961,11,1
374962,12,2
374963,13,3
374964,14,4
374965,15,5
374966,16,6
374967,17,7
374968,18,8
374969,19,9
374970,20,0
374971,21,1
374972,22,2
374973,23,3
374974,24,4
374975,25,5
374976,26,6
374977,27,7
374978,28,8
374979,29,9
374980,30,0
374981,31,1
374982,32,2
374983,33,3
374984,34,4
374985,35,5
374986,36,6
374987,37,7
374988,38,8
374989,39,9
374990,40,0
374991,41,1
374992,42,2
374993,43,3
374994,44,4
374995,45,5
374996,46,6
374997,47,7
374998,48,8
374999,49,9
375000,-50,0
375001,-49,1
375002,-48,2
375003,-47,3
375004,-46,4
375005,-45,5
375006,-44,6
375007,-43,7
375008,-42,8
375009,-41,9
375010,-40,0
375011,-39,1
375012,-38,2
375013,-37,3
375014,-36,4
375015,-35,5
375016,-34,6
375017,-33,7
375018,-32,8
375019,-31,9
375020,-30,0
375021,-29,1
375022,-28,2
375023,-27,3
375024,-26,4
375025,-25,5
375026,-24,6
375027,-23,7
375028,-22,8
375029,-21,9
375030,-20,0
375031,-19,1
375032,-18,2
375033,-17,3
375034,-16,4
375035,-15,5
375036,-14,6
375037,-13,7
375038,-12,8
375039,-11,9
375040,-10,0
375041,-9,1
375042,-8,2
375043,-7,3
375044,-6,4
375045,-5,5
375046,-4,6
375047,-3,7
375048,-2,8
375049,-1,9
375050,0,0
375051,1,1
375052,2,2
375053,3,3
375054,4,4
375055,5,5
375056,6,6
375057,7,7
375058,8,8
375059,9,9
375060,10,0
375061,11,1
375062,12,2
375063,13,3
375064,14,4
375065,15,5
375066,16,6
375067,17,7
375068,18,8
375069,19,9
375070,20,0
375071,21,1
375072,22,2
375073,23,3
375074,24,4
375075,25,5
375076,26,6
375077,27,7
375078,28,8
375079,29,9
375080,30,0
375081,31,1
375082,32,2
375083,33,3
375084,34,4
375085,35,5
375086,36,6
375087,37,7
375088,38,8
375089,39,9
375090,40,0
375091,41,1
375092,42,2
375093,43,3
375094,44,4
375095,45,5
375096,46,6
375097,47,7
375098,48,8
375099,49,9
375100,-50,0
375101,-49,1
375102,-48,2
375103,-47,3
375104,-46,4
375105,-45,5
375106,-44,6
375107,-43,7
375108,-42,8
375109,-41,9
375110,-40,0
375111,-39,1
375112,-38,2
375113,-37,3
375114,-36,4
375115,-35,5
375116,-34,6
375117,-33,7
375118,-32,8
375119,-31,9
375120,-30,0
375121,-29,1
375122,-28,2
375123,-27,3
375124,-26,4
375125,-25,5
375126,-24,6
375127,-23,7
375128,-22,8
375129,-21,9
375130,-20,0
375131,-19,1
375132,-18,2
375133,-17,3
375134,-16,4
375135,-15,5
375136,-14,6
375137,-13,7
375138,-12,8
375139,-11,9
375140,-10,0
375141,-9,1
375142,-8,2
375143,-7,3
375144,-6,4
375145,-5,5
375146,-4,6
375147,-3,7
375148,-2,8
375149,-1,9
375150,0,0
375151,1,1
375152,2,2
375153,3,3
375154,4,4
375155,5,5
375156,6,6
375157,7,7
375158,8,8
375159,9,9
375160,10,0
375161,11,1
375162,12,2
375163,13,3
375164,14,4
375165,15,5
375166,16,6
375167,17,7
375168,18,8
375169,19,9
375170,20,0
375171,21,1
375172,22,2
375173,23,3
375174,24,4
375175,25,5
375176,26,6
375177,27,7
375178,28,8
375179,29,9
375180,30,0
375181,31,1
375182,32,2
375183,33,3
375184,34,4
375185,35,5
375186,36,6
375187,37,7
375188,38,8
375189,39,9
375190,40,0
375191,41,1
375192,42,2
375193,43,3
375194,44,4
375195,45,5
375196,46,6
375197,47,7
375198,48,8
375199,49,9
375200,-50,0
375201,-49,1
375202,-48,2
375203,-47,3
375204,-46,4
375205,-45,5
375206,-44,6
375207,-43,7
375208,-42,8
375209,-41,9
375210,-40,0
375211,-39,1
375212,-38,2
375213,-37,3
375214,-36,4
375215,-35,5
375216,-34,6
375217,-33,7
375218,-32,8
375219,-31,9
375220,-30,0
375221,-29,1
375222,-28,2
375223,-27,3
375224,-26,4
375225,-25,5
375226,-24,6
375227,-23,7
375228,-22,8
375229,-21,9
375230,-20,0
375231,-19,1
375232,-18,2
375233,-17,3
375234,-16,4
375235,-15,5
375236,-14,6
375237,-13,7
375238,-12,8
375239,-11,9
375240,-10,0
375241,-9,1
375242,-8,2
375243,-7,3
375244,-6,4
375245,-5,5
375246,-4,6
375247,-3,7
375248,-2,8
375249,-1,9
375250,0,0
375251,1,1
375252,2,2
375253,3,3
375254,4,4
375255,5,5
375256,6,6
375257,7,7
375258,8,8
375259,9,9
375260,10,0
375261,11,1
375262,12,2
375263,13,3
375264,14,4
375265,15,5
375266,16,6
375267,17,7
375268,18,8
375269,19,9
375270,20,0
375271,21,1
375272,22,2
375273,23,3
375274,24,4
375275,25,5
375276,26,6
375277,27,7
375278,28,8
375279,29,9
375280,30,0
375281,31,1
375282,32,2
375283,33,3
375284,34,4
375285,35,5
375286,36,6
375287,37,7
375288,38,8
375289,39,9
375290,40,0
375291,41,1
375292,42,2
375293,43,3
375294,44,4
375295,45,5
375296,46,6
375297,47,7
375298,48,8
375299,49,9
375300,-50,0
375301,-49,1
375302,-48,2
375303,-47,3
375304,-46,4
375305,-45,5
375306,-44,6
375307,-43,7
375308,-42,8
375309,-41,9
375310,-40,0
375311,-39,1
375312,-38,2
375313,-37,3
375314,-36,4
375315,-35,5
375316,-34,6
375317,-33,7
375318,-32,8
375319,-31,9
375320,-30,0
375321,-29,1
375322,-28,2
375323,-27,3
375324,-26,4
375325,-25,5
375326,-24,6
375327,-23,7
375328,-22,8
375329,-21,9
375330,-20,0
375331,-19,1
375332,-18,2
375333,-17,3
375334,-16,4
375335,-15,5
375336,-14,6
375337,-13,7
375338,-12,8
375339,-11,9
375340,-10,0
375341,-9,1
375342,-8,2
375343,-7,3
375344,-6,4
375345,-5,5
375346,-4,6
375347,-3,7
375348,-2,8
375349,-1,9
375350,0,0
375351,1,1
375352,2,2
375353,3,3
375354,4,4
375355,5,5
375356,6,6
375357,7,7
375358,8,8
375359,9,9
375360,10,0
375361,11,1
375362,12,2
375363,13,3
375364,14,4
375365,15,5
375366,16,6
375367,17,7
375368,18,8
375369,19,9
375370,20,0
375371,21,1
375372,22,2
375373,23,3
375374,24,4
375375,25,5
375376,26,6
375377,27,7
375378,28,8
375379,29,9
375380,30,0
375381,31,1
375382,32,2
375383,33,3
375384,34,4
375385,35,5
375386,36,6
375387,37,7
375388,38,8
375389,39,9
375390,40,0
375391,41,1
375392,42,2
375393,43,3
375394,44,4
375395,45,5
375396,46,6
375397,47,7
375398,48,8
375399,49,9
375400,-50,0
375401,-49,1
375402,-48,2
375403,-47,3
375404,-46,4
375405,-45,5
375406,-44,6
375407,-43,7
375408,-42,8
375409,-41,9
375410,-40,0
375411,-39,1
375412,-38,2
375413,-37,3
375414,-36,4
375415,-35,5
375416,-34,6
375417,-33,7
375418,-32,8
375419,-31,9
375420,-30,0
375421,-29,1
375422,-28,2
375423,-27,3
375424,-26,4
375425,-25,5
375426,-24,6
375427,-23,7
375428,-22,8
375429,-21,9
375430,-20,0
375431,-19,1
375432,-18,2
375433,-17,3
375434,-16,4
375435,-15,5
375436,-14,6
375437,-13,7
375438,-12,8
375439,-11,9
375440,-10,0
375441,-9,1
375442,-8,2
375443,-7,3
375444,-6,4
375445,-5,5
375446,-4,6
375447,-3,7
375448,-2,8
375449,-1,9
375450,0,0
375451,1,1
375452,2,2
375453,3,3
375454,4,4
375455,5,5
375456,6,6
375457,7,7
375458,8,8
375459,9,9
375460,10,0
375461,11,1
375462,12,2
375463,13,3
375464,14,4
375465,15,5
375466,16,6
375467,17,7
375468,18,8
375469,19,9
375470,20,0
375471,21,1
375472,22,2
375473,23,3
375474,24,4
375475,25,5
375476,26,6
375477,27,7
375478,28,8
375479,29,9
375480,30,0
375481,31,1
375482,32,2
375483,33,3
375484,34,4
375485,35,5
375486,36,6
375487,37,7
375488,38,8
375489,39,9
375490,40,0
375491,41,1
375492,42,2
375493,43,3
375494,44,4
375495,45,5
375496,46,6
375497,47,7
375498,48,8
375499,49,9
375500,-50,0
375501,-49,1
375502,-48,2
375503,-47,3
375504,-46,4
375505,-45,5
375506,-44,6
375507,-43,7
375508,-42,8
375509,-41,9
375510,-40,0
375511,-39,1
375512,-38,2
375513,-37,3
375514,-36,4
375515,-35,5
375516,-34,6
375517,-33,7
375518,-32,8
375519,-31,9
375520,-30,0
375521,-29,1
375522,-28,2
375523,-27,3
375524,-26,4
375525,-25,5
375526,-24,6
375527,-23,7
375528,-22,8
375529,-21,9
375530,-20,0
375531,-19,1
375532,-18,2
375533,-17,3
375534,-16,4
375535,-15,5
375536,-14,6
375537,-13,7
375538,-12,8
375539,-11,9
375540,-10,0
375541,-9,1
375542,-8,2
375543,-7,3
375544,-6,4
375545,-5,5
375546,-4,6
375547,-3,7
375548,-2,8
375549,-1,9
375550,0,0
375551,1,1
375552,2,2
375553,3,3
375554,4,4
375555,5,5
375556,6,6
375557,7,7
375558,8,8
375559,9,9
375560,10,0
375561,11,1
375562,12,2
375563,13,3
375564,14,4
375565,15,5
375566,16,6
375567,17,7
375568,18,8
375569,19,9
375570,20,0
375571,21,1
375572,22,2
375573,23,3
375574,24,4
375575,25,5
375576,26,6
375577,27,7
375578,28,8
375579,29,9
375580,30,0
375581,31,1
375582,32,2
375583,33,3
375584,34,4
375585,35,5
375586,36,6
375587,37,7
375588,38,8
375589,39,9
375590,40,0
375591,41,1
375592,42,2
375593,43,3
375594,44,4
375595,45,5
375596,46,6
375597,47,7
375598,48,8
375599,49,9
375600,-50,0
375601,-49,1
375602,-48,2
375603,-47,3
375604,-46,4
375605,-45,5
375606,-44,6
375607,-43,7
375608,-42,8
375609,-41,9
375610,-40,0
375611,-39,1
375612,-38,2
375613,-37,3
375614,-36,4
375615,-35,5
375616,-34,6
375617,-33,7
375618,-32,8
375619,-31,9
375620,-30,0
375621,-29,1
375622,-28,2
375623,-27,3
375624,-26,4
375625,-25,5
375626,-24,6
375627,-23,7
375628,-22,8
375629,-21,9
375630,-20,0
375631,-19,1
375632,-18,2
375633,-17,3
375634,-16,4
375635,-15,5
375636,-14,6
375637,-13,7
375638,-12,8
375639,-11,9
375640,-10,0
375641,-9,1
375642,-8,2
375643,-7,3
375644,-6,4
375645,-5,5
375646,-4,6
375647,-3,7
375648,-2,8
375649,-1,9
375650,0,0
375651,1,1
375652,2,2
375653,3,3
375654,4,4
375655,5,5
375656,6,6
375657,7,7
375658,8,8
375659,9,9
375660,10,0
375661,11,1
375662,12,2
375663,13,3
375664,14,4
375665,15,5
375666,16,6
375667,17,7
375668,18,8
375669,19,9
375670,20,0
375671,21,1
375672,22,2
375673,23,3
375674,24,4
375675,25,5
375676,26,6
375677,27,7
375678,28,8
375679,29,9
375680,30,0
375681,31,1
375682,32,2
375683,33,3
375684,34,4
375685,35,5
375686,36,6
375687,37,7
375688,38,8
375689,39,9
375690,40,0
375691,41,1
375692,42,2
375693,43,3
375694,44,4
375695,45,5
375696,46,6
375697,47,7
375698,48,8
375699,49,9
375700,-50,0
375701,-49,1
375702,-48,2
375703,-47,3
375704,-46,4
375705,-45,5
375706,-44,6
375707,-43,7
375708,-42,8
375709,-41,9
375710,-40,0
375711,-39,1
375712,-38,2
375713,-37,3
375714,-36,4
375715,-35,5
375716,-34,6
375717,-33,7
375718,-32,8
375719,-31,9
375720,-30,0
375721,-29,1
375722,-28,2
375723,-27,3
375724,-26,4
375725,-25,5
375726,-24,6
375727,-23,7
375728,-22,8
375729,-21,9
375730,-20,0
375731,-19,1
375732,-18,2
375733,-17,3
375734,-16,4
375735,-15,5
375736,-14,6
375737,-13,7
375738,-12,8
375739,-11,9
375740,-10,0
375741,-9,1
375742,-8,2
375743,-7,3
375744,-6,4
375745,-5,5
375746,-4,6
375747,-3,7
375748,-2,8
375749,-1,9
375750,0,0
375751,1,1
375752,2,2
375753,3,3
375754,4,4
375755,5,5
375756,6,6
375757,7,7
375758,8,8
375759,9,9
375760,10,0
375761,11,1
375762,12,2
375763,13,3
375764,14,4
375765,15,5
375766,16,6
375767,17,7
375768,18,8
375769,19,9
375770,20,0
375771,21,1
375772,22,2
375773,23,3
375774,24,4
375775,25,5
375776,26,6
375777,27,7
375778,28,8
375779,29,9
375780,30,0
375781,31,1
375782,32,2
375783,33,3
375784,34,4
375785,35,5
375786,36,6
375787,37,7
375788,38,8
375789,39,9
375790,40,0
375791,41,1
375792,42,2
375793,43,3
375794,44,4
375795,45,5
375796,46,6
375797,47,7
375798,48,8
375799,49,9
375800,-50,0
375801,-49,1
375802,-48,2
375803,-47,3
375804,-46,4
375805,-45,5
375806,-44,6
375807,-43,7
375808,-42,8
375809,-41,9
375810,-40,0
375811,-39,1
375812,-38,2
375813,-37,3
375814,-36,4
375815,-35,5
375816,-34,6
375817,-33,7
375818,-32,8
375819,-31,9
375820,-30,0
375821,-29,1
375822,-28,2
375823,-27,3
375824,-26,4
375825,-25,5
375826,-24,6
375827,-23,7
375828,-22,8
375829,-21,9
375830,-20,0
375831,-19,1
375832,-18,2
375833,-17,3
375834,-16,4
375835,-15,5
375836,-14,6
375837,-13,7
375838,-12,8
375839,-11,9
375840,-10,0
375841,-9,1
375842,-8,2
375843,-7,3
375844,-6,4
375845,-5,5
375846,-4,6
375847,-3,7
375848,-2,8
375849,-1,9
375850,0,0
375851,1,1
375852,2,2
375853,3,3
375854,4,4
375855,5,5
375856,6,6
375857,7,7
375858,8,8
375859,9,9
375860,10,0
375861,11,1
375862,12,2
375863,13,3
375864,14,4
375865,15,5
375866,16,6
375867,17,7
375868,18,8
375869,19,9
375870,20,0
375871,21,1
375872,22,2
375873,23,3
375874,24,4
375875,25,5
375876,26,6
375877,27,7
375878,28,8
375879,29,9
375880,30,0
375881,31,1
375882,32,2
375883,33,3
375884,34,4
375885,35,5
375886,36,6
375887,37,7
375888,38,8
375889,39,9
375890,40,0
375891,41,1
375892,42,2
375893,43,3
375894,44,4
375895,45,5
375896,46,6
375897,47,7
375898,48,8
375899,49,9
375900,-50,0
375901,-49,1
375902,-48,2
375903,-47,3
375904,-46,4
375905,-45,5
375906,-44,6
375907,-43,7
375908,-42,8
375909,-41,9
375910,-40,0
375911,-39,1
375912,-38,2
375913,-37,3
375914,-36,4
375915,-35,5
375916,-34,6
375917,-33,7
375918,-32,8
375919,-31,9
375920,-30,0
375921,-29,1
375922,-28,2
375923,-27,3
375924,-26,4
375925,-25,5
375926,-24,6
375927,-23,7
375928,-22,8
375929,-21,9
375930,-20,0
375931,-19,1
375932,-18,2
375933,-17,3
375934,-16,4
375935,-15,5
375936,-14,6
375937,-13,7
375938,-12,8
375939,-11,9
375940,-10,0
375941,-9,1
375942,-8,2
375943,-7,3
375944,-6,4
375945,-5,5
375946,-4,6
375947,-3,7
375948,-2,8
375949,-1,9
375950,0,0
375951,1,1
375952,2,2
375953,3,3
375954,4,4
375955,5,5
375956,6,6
375957,7,7
375958,8,8
375959,9,9
375960,10,0
375961,11,1
375962,12,2
375963,13,3
375964,14,4
375965,15,5
375966,16,6
375967,17,7
375968,18,8
375969,19,9
375970,20,0
375971,21,1
375972,22,2
375973,23,3
375974,24,4
375975,25,5
375976,26,6
375977,27,7
375978,28,8
375979,29,9
375980,30,0
375981,31,1
375982,32,2
375983,33,3
375984,34,4
375985,35,5
375986,36,6
375987,37,7
375988,38,8
375989,39,9
375990,40,0
375991,41,1
375992,42,2
375993,43,3
375994,44,4
375995,45,5
375996,46,6
375997,47,7
375998,48,8
375999,49,9
376000,-50,0
376001,-49,1
376002,-48,2
376003,-47,3
376004,-46,4
376005,-45,5
376006,-44,6
376007,-43,7
376008,-42,8
376009,-41,9
376010,-40,0
376011,-39,1
376012,-38,2
376013,-37,3
376014,-36,4
376015,-35,5
376016,-34,6
376017,-33,7
376018,-32,8
376019,-31,9
376020,-30,0
376021,-29,1
376022,-28,2
376023,-27,3
376024,-26,4
376025,-25,5
376026,-24,6
376027,-23,7
376028,-22,8
376029,-21,9
376030,-20,0
376031,-19,1
376032,-18,2
376033,-17,3
376034,-16,4
376035,-15,5
376036,-14,6
376037,-13,7
376038,-12,8
376039,-11,9
376040,-10,0
376041,-9,1
376042,-8,2
376043,-7,3
376044,-6,4
376045,-5,5
376046,-4,6
376047,-3,7
376048,-2,8
376049,-1,9
376050,0,0
376051,1,1
376052,2,2
376053,3,3
376054,4,4
376055,5,5
376056,6,6
376057,7,7
376058,8,8
376059,9,9
376060,10,0
376061,11,1
376062,12,2
376063,13,3
376064,14,4
376065,15,5
376066,16,6
376067,17,7
376068,18,8
376069,19,9
376070,20,0
376071,21,1
376072,22,2
376073,23,3
376074,24,4
376075,25,5
376076,26,6
376077,27,7
376078,28,8
376079,29,9
376080,30,0
376081,31,1
376082,32,2
376083,33,3
376084,34,4
376085,35,5
376086,36,6
376087,37,7
376088,38,8
376089,39,9
376090,40,0
376091,41,1
376092,42,2
376093,43,3
376094,44,4
376095,45,5
376096,46,6
376097,47,7
376098,48,8
376099,49,9
376100,-50,0
376101,-49,1
376102,-48,2
376103,-47,3
376104,-46,4
376105,-45,5
376106,-44,6
376107,-43,7
